Sample,Study 2,Convergence
610,0.6023658990859984,Optimization terminated successfully.
611,0.670545172691345,Optimization terminated successfully.
612,0.6756753921508787,Optimization terminated successfully.
613,0.7578831911087032,Optimization terminated successfully.
614,0.7208930075634269,Optimization terminated successfully.
615,0.6682579040527341,Optimization terminated successfully.
616,0.6456902980804442,Optimization terminated successfully.
617,0.6670806884765625,Optimization terminated successfully.
618,0.6161504268646238,Optimization terminated successfully.
619,0.7429038524627687,Optimization terminated successfully.
620,0.5707239866256711,Optimization terminated successfully.
621,0.5539076805114742,Optimization terminated successfully.
622,0.5733549833297726,Optimization terminated successfully.
623,0.5434283971786498,Optimization terminated successfully.
624,0.5701944351196286,Optimization terminated successfully.
625,0.5803507864475245,Optimization terminated successfully.
626,0.6421836614608762,Optimization terminated successfully.
627,0.7319724202156064,Optimization terminated successfully.
628,0.6540559768676755,Optimization terminated successfully.
629,0.6072517365217203,Optimization terminated successfully.
630,0.6803685187827793,Optimization terminated successfully.
631,0.7011164665222167,Optimization terminated successfully.
632,0.6559497216716407,Optimization terminated successfully.
633,0.6296469926834103,Optimization terminated successfully.
634,0.6260337591171261,Optimization terminated successfully.
635,0.6437935829162595,Optimization terminated successfully.
636,0.6545659065246578,Optimization terminated successfully.
637,0.5817261010408398,Optimization terminated successfully.
638,0.5029809460043907,Optimization terminated successfully.
639,0.589226245880127,Optimization terminated successfully.
640,0.5470624655485149,Optimization terminated successfully.
641,0.6484963387250897,Optimization terminated successfully.
642,0.5253900229930872,Optimization terminated successfully.
643,0.6499769209884102,Optimization terminated successfully.
644,0.5746530652279034,Optimization terminated successfully.
645,0.6163730144500732,Optimization terminated successfully.
646,0.6660727858543394,Optimization terminated successfully.
647,0.5459187261760232,Optimization terminated successfully.
648,0.6492848396301267,Optimization terminated successfully.
649,0.5339414656162257,Optimization terminated successfully.
650,0.7170541286002845,Optimization terminated successfully.
651,0.6530407428741449,Optimization terminated successfully.
652,0.6558666110038756,Optimization terminated successfully.
653,0.6787623405456544,Optimization terminated successfully.
654,0.6940314739942548,Optimization terminated successfully.
655,0.5790535926353183,Optimization terminated successfully.
656,0.5533119201660153,Optimization terminated successfully.
657,0.6300268054008482,Optimization terminated successfully.
658,0.6995651960372922,Optimization terminated successfully.
659,0.64837751397863,Optimization terminated successfully.
660,0.6949434518814084,Optimization terminated successfully.
661,0.6724480627104636,Optimization terminated successfully.
662,0.6622303009033199,Optimization terminated successfully.
663,0.6502037048339843,Optimization terminated successfully.
664,0.5990556955366626,Optimization terminated successfully.
665,0.5790569165721531,Optimization terminated successfully.
666,0.6260391965508457,Optimization terminated successfully.
667,0.6595050573348995,Optimization terminated successfully.
668,0.5366177380084987,Optimization terminated successfully.
669,0.8244901701807974,Optimization terminated successfully.
670,0.5421453475952145,Optimization terminated successfully.
671,0.6265593051910396,Optimization terminated successfully.
672,0.7168630585074421,Optimization terminated successfully.
673,0.6201124191284175,Optimization terminated successfully.
674,0.5271461963653561,Optimization terminated successfully.
675,0.6078068733215327,Optimization terminated successfully.
676,0.675764769315719,Optimization terminated successfully.
677,0.6490293622016903,Optimization terminated successfully.
678,0.7166027069091794,Optimization terminated successfully.
679,0.5550934761762616,Optimization terminated successfully.
680,0.6111065864562983,Optimization terminated successfully.
681,0.6615308523178096,Optimization terminated successfully.
682,0.6008943557797463,Optimization terminated successfully.
683,0.5624351084232329,Optimization terminated successfully.
684,0.6827318072319029,Optimization terminated successfully.
685,0.6368581742048258,Optimization terminated successfully.
686,0.5871719829738138,Optimization terminated successfully.
687,0.6940615772968154,Optimization terminated successfully.
688,0.5752088189125059,Optimization terminated successfully.
689,0.7118683099746702,Optimization terminated successfully.
690,0.5824090361595149,Optimization terminated successfully.
691,0.5979901343584058,Optimization terminated successfully.
692,0.6475805044174191,Optimization terminated successfully.
693,0.7046968579292294,Optimization terminated successfully.
694,0.5303112030029296,Optimization terminated successfully.
695,0.7224100351333615,Optimization terminated successfully.
696,0.6954547584056852,Optimization terminated successfully.
697,0.703213357925415,Optimization terminated successfully.
698,0.580968856811523,Optimization terminated successfully.
699,0.5813524007797235,Optimization terminated successfully.
700,0.6810253024101256,Optimization terminated successfully.
701,0.5984337806701655,Optimization terminated successfully.
702,0.6743962168693536,Optimization terminated successfully.
703,0.6386043310456445,Optimization terminated successfully.
704,0.590833783149719,Optimization terminated successfully.
705,0.6623877525329585,Optimization terminated successfully.
706,0.601949024200439,Optimization terminated successfully.
707,0.5502281308174131,Optimization terminated successfully.
708,0.5897358179092405,Optimization terminated successfully.
709,0.6902776718139645,Optimization terminated successfully.
710,0.6154944419860837,Optimization terminated successfully.
711,0.6679085612297058,Optimization terminated successfully.
712,0.6091618776321405,Optimization terminated successfully.
713,0.5338580071926112,Optimization terminated successfully.
714,0.5178890824317929,Optimization terminated successfully.
715,0.7587852970929816,Optimization terminated successfully.
716,0.6448143482208253,Optimization terminated successfully.
717,0.6707802772521971,Optimization terminated successfully.
718,0.6148695945739742,Optimization terminated successfully.
719,0.6319153308868406,Optimization terminated successfully.
720,0.7785404682159422,Optimization terminated successfully.
721,0.6073516905307768,Optimization terminated successfully.
722,0.6710987806320188,Optimization terminated successfully.
723,0.6939925674349067,Optimization terminated successfully.
724,0.6866943478584286,Optimization terminated successfully.
725,0.5064818859100335,Optimization terminated successfully.
726,0.5879044473171229,Optimization terminated successfully.
727,0.6315156951546664,Optimization terminated successfully.
728,0.5716159075498577,Optimization terminated successfully.
729,0.5543651640415187,Optimization terminated successfully.
730,0.6811450064182278,Optimization terminated successfully.
731,0.675452661514282,Optimization terminated successfully.
732,0.6178155928850166,Optimization terminated successfully.
733,0.600886824727058,Optimization terminated successfully.
734,0.5304691851139066,Optimization terminated successfully.
735,0.6549983918666836,Optimization terminated successfully.
736,0.7103911280632018,Optimization terminated successfully.
737,0.625866627693176,Optimization terminated successfully.
738,0.5259235143661495,Optimization terminated successfully.
739,0.6754350662231443,Optimization terminated successfully.
740,0.6400907516479493,Optimization terminated successfully.
741,0.6403588295914234,Optimization terminated successfully.
742,0.7654984712600708,Optimization terminated successfully.
743,0.6149969577789298,Optimization terminated successfully.
744,0.6829648375511165,Optimization terminated successfully.
745,0.616639471054077,Optimization terminated successfully.
746,0.7621706008911132,Optimization terminated successfully.
747,0.6718628853559492,Optimization terminated successfully.
748,0.6700682640075681,Optimization terminated successfully.
749,0.6178689479827879,Optimization terminated successfully.
750,0.5947974437847727,Optimization terminated successfully.
751,0.6151041865348812,Optimization terminated successfully.
752,0.6653471708297725,Optimization terminated successfully.
753,0.5980120539665219,Optimization terminated successfully.
754,0.5477694511413569,Optimization terminated successfully.
755,0.7695129398256538,Optimization terminated successfully.
756,0.6433596134185788,Optimization terminated successfully.
757,0.49318393217399686,Optimization terminated successfully.
758,0.7016438722610474,Optimization terminated successfully.
759,0.5686844587326048,Optimization terminated successfully.
760,0.5926346421241755,Optimization terminated successfully.
761,0.5959755212068554,Optimization terminated successfully.
762,0.6487339973449704,Optimization terminated successfully.
763,0.6040992707014079,Optimization terminated successfully.
764,0.6622353523969648,Optimization terminated successfully.
765,0.6117420554161068,Optimization terminated successfully.
766,0.523662626743316,Optimization terminated successfully.
767,0.6686761796474455,Optimization terminated successfully.
768,0.6432639596983787,Optimization terminated successfully.
769,0.6121597290039058,Optimization terminated successfully.
770,0.5738281965255734,Optimization terminated successfully.
771,0.6013672590255733,Optimization terminated successfully.
772,0.648763275146484,Optimization terminated successfully.
773,0.6176419012015681,Optimization terminated successfully.
774,0.6623309373855586,Optimization terminated successfully.
775,0.6719892501831048,Optimization terminated successfully.
776,0.6622021734714504,Optimization terminated successfully.
777,0.6903525114059448,Optimization terminated successfully.
778,0.6037897117435931,Optimization terminated successfully.
779,0.6175901409238574,Optimization terminated successfully.
780,0.6702828880399464,Optimization terminated successfully.
781,0.6050843477249139,Optimization terminated successfully.
782,0.5699097424745556,Optimization terminated successfully.
783,0.645161641016602,Optimization terminated successfully.
784,0.7259326696628701,Optimization terminated successfully.
785,0.7479775905841958,Optimization terminated successfully.
786,0.5943508207798002,Optimization terminated successfully.
787,0.5964259147644041,Optimization terminated successfully.
788,0.628053331375122,Optimization terminated successfully.
789,0.600581073760986,Optimization terminated successfully.
790,0.608563715219497,Optimization terminated successfully.
791,0.6460882201790806,Optimization terminated successfully.
792,0.6404023200273514,Optimization terminated successfully.
793,0.6259616814553735,Optimization terminated successfully.
794,0.6635282754898069,Optimization terminated successfully.
795,0.7031766407191753,Optimization terminated successfully.
796,0.7180056571960449,Optimization terminated successfully.
797,0.6459105491638182,Optimization terminated successfully.
798,0.6024210095871242,Optimization terminated successfully.
799,0.583075669407844,Optimization terminated successfully.
800,0.6177750705741346,Optimization terminated successfully.
801,0.5672583580017083,Optimization terminated successfully.
802,0.7132131636142728,Optimization terminated successfully.
803,0.6555236577987669,Optimization terminated successfully.
804,0.6416444201022385,Optimization terminated successfully.
805,0.5845674395561216,Optimization terminated successfully.
806,0.604877686547115,Optimization terminated successfully.
807,0.7093848943710325,Optimization terminated successfully.
808,0.660235977172851,Optimization terminated successfully.
809,0.653086471557617,Optimization terminated successfully.
810,0.5931040778756139,Optimization terminated successfully.
811,0.7283103704452513,Optimization terminated successfully.
812,0.7126643895637244,Optimization terminated successfully.
813,0.5602290391921991,Optimization terminated successfully.
814,0.7057478904724122,Optimization terminated successfully.
815,0.5269523620605467,Optimization terminated successfully.
816,0.5661010742187498,Optimization terminated successfully.
817,0.5618902295827862,Optimization terminated successfully.
818,0.7142310123890631,Optimization terminated successfully.
819,0.6062243960797784,Optimization terminated successfully.
820,0.6744453433901071,Optimization terminated successfully.
821,0.4903811447322363,Optimization terminated successfully.
822,0.5903570175170896,Optimization terminated successfully.
823,0.5897583842277524,Optimization terminated successfully.
824,0.5185641437768933,Optimization terminated successfully.
825,0.611074686050415,Optimization terminated successfully.
826,0.5720769407227629,Optimization terminated successfully.
827,0.6800929307937621,Optimization terminated successfully.
828,0.6913315117359162,Optimization terminated successfully.
829,0.7003891006112096,Optimization terminated successfully.
830,0.7257377386093137,Optimization terminated successfully.
831,0.6009331375360485,Optimization terminated successfully.
832,0.6042948722839352,Optimization terminated successfully.
833,0.6117266654968259,Optimization terminated successfully.
834,0.6364865422568977,Optimization terminated successfully.
835,0.6216870784759518,Optimization terminated successfully.
836,0.6076620340347285,Optimization terminated successfully.
837,0.6045743525028229,Optimization terminated successfully.
838,0.6322122931480401,Optimization terminated successfully.
839,0.712970113754272,Optimization terminated successfully.
840,0.6923460607882586,Optimization terminated successfully.
841,0.6336825653910636,Optimization terminated successfully.
842,0.6505918025970454,Optimization terminated successfully.
843,0.6761113405227661,Optimization terminated successfully.
844,0.6736678004264827,Optimization terminated successfully.
845,0.6217111468315122,Optimization terminated successfully.
846,0.6697047472000122,Optimization terminated successfully.
847,0.5938522815704343,Optimization terminated successfully.
848,0.6594899654388424,Optimization terminated successfully.
849,0.5633147239685055,Optimization terminated successfully.
850,0.6037673473358152,Optimization terminated successfully.
851,0.6948643203824757,Optimization terminated successfully.
852,0.6289931774139403,Optimization terminated successfully.
853,0.5728837966918943,Optimization terminated successfully.
854,0.5491313904523842,Optimization terminated successfully.
855,0.6088506132364269,Optimization terminated successfully.
856,0.7073351398110385,Optimization terminated successfully.
857,0.7794542789459225,Optimization terminated successfully.
858,0.5004280328750605,Optimization terminated successfully.
859,0.6675547124817967,Optimization terminated successfully.
860,0.49446162879466965,Optimization terminated successfully.
861,0.6791976928710934,Optimization terminated successfully.
862,0.7448551177978515,Optimization terminated successfully.
863,0.6340473890304557,Optimization terminated successfully.
864,0.5733118533156806,Optimization terminated successfully.
865,0.6706035614013668,Optimization terminated successfully.
866,0.6152430057525631,Optimization terminated successfully.
867,0.6509953976143148,Optimization terminated successfully.
868,0.6379305779933923,Optimization terminated successfully.
869,0.6301019668579096,Optimization terminated successfully.
870,0.6654556035995481,Optimization terminated successfully.
871,0.4719639785587784,Optimization terminated successfully.
872,0.5928589820861814,Optimization terminated successfully.
873,0.6736448407638811,Optimization terminated successfully.
874,0.6114917770028111,Optimization terminated successfully.
875,0.5682683706283562,Optimization terminated successfully.
876,0.6851173639297482,Optimization terminated successfully.
877,0.618356084823608,Optimization terminated successfully.
878,0.5328362464904781,Optimization terminated successfully.
879,0.5899478405714034,Optimization terminated successfully.
880,0.7280980587005614,Optimization terminated successfully.
881,0.7069210052490231,Optimization terminated successfully.
882,0.5117861509323114,Optimization terminated successfully.
883,0.6287186264991759,Optimization terminated successfully.
884,0.6358366966247557,Optimization terminated successfully.
885,0.6835202217102045,Optimization terminated successfully.
886,0.6049713194370266,Optimization terminated successfully.
887,0.630740761756897,Optimization terminated successfully.
888,0.6189684987068174,Optimization terminated successfully.
889,0.7784099757671353,Optimization terminated successfully.
890,0.5902951717376708,Optimization terminated successfully.
891,0.6642614364624018,Optimization terminated successfully.
892,0.6150573730468747,Optimization terminated successfully.
893,0.6297617018222806,Optimization terminated successfully.
894,0.6378349364036693,Optimization terminated successfully.
895,0.6098022580146785,Optimization terminated successfully.
896,0.557162553071975,Optimization terminated successfully.
897,0.582244777679443,Optimization terminated successfully.
898,0.6030961513519286,Optimization terminated successfully.
899,0.7224874494597315,Optimization terminated successfully.
900,0.7178164243698119,Optimization terminated successfully.
901,0.6402625799179074,Optimization terminated successfully.
902,0.6454979896545407,Optimization terminated successfully.
903,0.6327477931976317,Optimization terminated successfully.
904,0.676483345031738,Optimization terminated successfully.
905,0.5741762161254875,Optimization terminated successfully.
906,0.7699821472167967,Optimization terminated successfully.
907,0.6258300065994262,Optimization terminated successfully.
908,0.6346969842910763,Optimization terminated successfully.
909,0.659319496154785,Optimization terminated successfully.
910,0.7436275005340574,Optimization terminated successfully.
911,0.6651673376560208,Optimization terminated successfully.
912,0.6372483728453515,Optimization terminated successfully.
913,0.6347960889339447,Optimization terminated successfully.
914,0.5599809404462571,Optimization terminated successfully.
915,0.6364311695098874,Optimization terminated successfully.
916,0.6816782832145687,Optimization terminated successfully.
917,0.6293506979942319,Optimization terminated successfully.
918,0.5939705848693844,Optimization terminated successfully.
919,0.6442157030105586,Optimization terminated successfully.
920,0.667155838012695,Optimization terminated successfully.
921,0.6228228330612173,Optimization terminated successfully.
922,0.743477153778076,Optimization terminated successfully.
923,0.7300857633352276,Optimization terminated successfully.
924,0.5032047033193516,Optimization terminated successfully.
925,0.5227346897125236,Optimization terminated successfully.
926,0.5887528181076047,Optimization terminated successfully.
927,0.5284104346297679,Optimization terminated successfully.
928,0.635308402776718,Optimization terminated successfully.
929,0.7233954689465456,Optimization terminated successfully.
930,0.5487401962280267,Optimization terminated successfully.
931,0.6194890029728404,Optimization terminated successfully.
932,0.5932835102081293,Optimization terminated successfully.
933,0.6755495905876157,Optimization terminated successfully.
934,0.6231369018554684,Optimization terminated successfully.
935,0.6605134010314937,Optimization terminated successfully.
936,0.6979980470612641,Optimization terminated successfully.
937,0.9038051605224607,Optimization terminated successfully.
938,0.7290211677551266,Optimization terminated successfully.
939,0.6256403028964993,Optimization terminated successfully.
940,0.5834308624325785,Optimization terminated successfully.
941,0.598946285247802,Optimization terminated successfully.
942,0.5634405672550195,Optimization terminated successfully.
943,0.6604430198669431,Optimization terminated successfully.
944,0.5774070739746093,Optimization terminated successfully.
945,0.5600484430789942,Optimization terminated successfully.
946,0.6294010162353512,Optimization terminated successfully.
947,0.5997286319732662,Optimization terminated successfully.
948,0.538267087982967,Optimization terminated successfully.
949,0.7000704765319821,Optimization terminated successfully.
950,0.6365198135375976,Optimization terminated successfully.
951,0.5785582959651945,Optimization terminated successfully.
952,0.5566570519702503,Optimization terminated successfully.
953,0.7211732864379883,Optimization terminated successfully.
954,0.6223040461540219,Optimization terminated successfully.
955,0.6160361289978027,Optimization terminated successfully.
956,0.5558498382568358,Optimization terminated successfully.
957,0.6976152539253232,Optimization terminated successfully.
958,0.6009562253952025,Optimization terminated successfully.
959,0.49212093353271436,Optimization terminated successfully.
960,0.5879141688346861,Optimization terminated successfully.
961,0.6029057651758187,Optimization terminated successfully.
962,0.5422437667846676,Optimization terminated successfully.
963,0.5679802894592278,Optimization terminated successfully.
964,0.5394935190677641,Optimization terminated successfully.
965,0.5761625289916992,Optimization terminated successfully.
966,0.5900823593139646,Optimization terminated successfully.
967,0.6026943206787108,Optimization terminated successfully.
968,0.5387045383453364,Optimization terminated successfully.
969,0.5639924600720398,Optimization terminated successfully.
970,0.5941666126251217,Optimization terminated successfully.
971,0.6226081490516656,Optimization terminated successfully.
972,0.618470644950866,Optimization terminated successfully.
973,0.6568598750978706,Optimization terminated successfully.
974,0.6469907075166701,Optimization terminated successfully.
975,0.530420640110969,Optimization terminated successfully.
976,0.6392336126416919,Optimization terminated successfully.
977,0.6308874145150182,Optimization terminated successfully.
978,0.5790750533342357,Optimization terminated successfully.
979,0.5818655969575044,Optimization terminated successfully.
980,0.5485956192016597,Optimization terminated successfully.
981,0.5476965427398677,Optimization terminated successfully.
982,0.6278533697128295,Optimization terminated successfully.
983,0.7508907321127475,Optimization terminated successfully.
984,0.5749997794628141,Optimization terminated successfully.
985,0.6473826408386225,Optimization terminated successfully.
986,0.6079942226409909,Optimization terminated successfully.
987,0.5768118857871738,Optimization terminated successfully.
988,0.700241947174072,Optimization terminated successfully.
989,0.6470695257186887,Optimization terminated successfully.
990,0.5774033069610591,Optimization terminated successfully.
991,0.5879820585250851,Optimization terminated successfully.
992,0.6974905490875238,Optimization terminated successfully.
993,0.6110750555992124,Optimization terminated successfully.
994,0.6423064351081846,Optimization terminated successfully.
995,0.6599672075361012,Optimization terminated successfully.
996,0.6147828564047814,Optimization terminated successfully.
997,0.6157536268176041,Optimization terminated successfully.
998,0.6673965424299237,Optimization terminated successfully.
999,0.6573262214194979,Optimization terminated successfully.
1000,0.5685247197747225,Optimization terminated successfully.
1001,0.5641595602035518,Optimization terminated successfully.
1002,0.5146684646606441,Optimization terminated successfully.
1003,0.6414341092109677,Optimization terminated successfully.
1004,0.6276005267165597,Optimization terminated successfully.
1005,0.6094432353973387,Optimization terminated successfully.
1006,0.7614395618438716,Optimization terminated successfully.
1007,0.6835612773895259,Optimization terminated successfully.
1008,0.6031433820724483,Optimization terminated successfully.
1009,0.6192407667636868,Optimization terminated successfully.
1010,0.5785872474312778,Optimization terminated successfully.
1011,0.5864274263381954,Optimization terminated successfully.
1012,0.7282722473144527,Optimization terminated successfully.
1013,0.5859043583273883,Optimization terminated successfully.
1014,0.5674146890640255,Optimization terminated successfully.
1015,0.6905673265457153,Optimization terminated successfully.
1016,0.7005220383405681,Optimization terminated successfully.
1017,0.7134531736373899,Optimization terminated successfully.
1018,0.5412139415740966,Optimization terminated successfully.
1019,0.6281312942504879,Optimization terminated successfully.
1020,0.5984099388122555,Optimization terminated successfully.
1021,0.7009673118591306,Optimization terminated successfully.
1022,0.7144468322396277,Optimization terminated successfully.
1023,0.6550668012350795,Optimization terminated successfully.
1024,0.5926318168640133,Optimization terminated successfully.
1025,0.5336196005344386,Optimization terminated successfully.
1026,0.6410731315612792,Optimization terminated successfully.
1027,0.566615200042724,Optimization terminated successfully.
1028,0.7091961860656737,Optimization terminated successfully.
1029,0.5591189391911024,Optimization terminated successfully.
1030,0.5629008293151851,Optimization terminated successfully.
1031,0.6814704887568952,Optimization terminated successfully.
1032,0.5908980369567867,Optimization terminated successfully.
1033,0.5651381015777581,Optimization terminated successfully.
1034,0.6773459430783986,Optimization terminated successfully.
1035,0.5818186521530149,Optimization terminated successfully.
1036,0.6156820539385076,Optimization terminated successfully.
1037,0.5599669454619283,Optimization terminated successfully.
1038,0.8134097993373869,Optimization terminated successfully.
1039,0.576581478118896,Optimization terminated successfully.
1040,0.5580134630203244,Optimization terminated successfully.
1041,0.6232251405715938,Optimization terminated successfully.
1042,0.6539999425411217,Optimization terminated successfully.
1043,0.6476739897741933,Optimization terminated successfully.
1044,0.5699017529434055,Optimization terminated successfully.
1045,0.5761460304260251,Optimization terminated successfully.
1046,0.6127905845642085,Optimization terminated successfully.
1047,0.6462522507645184,Optimization terminated successfully.
1048,0.6657783567905422,Optimization terminated successfully.
1049,0.5671894311904904,Optimization terminated successfully.
1050,0.6887424468994139,Optimization terminated successfully.
1051,0.5541685104370113,Optimization terminated successfully.
1052,0.5809142172336575,Optimization terminated successfully.
1053,0.6298736169934273,Optimization terminated successfully.
1054,0.6264143466949459,Optimization terminated successfully.
1055,0.6485912322998044,Optimization terminated successfully.
1056,0.556577302515506,Optimization terminated successfully.
1057,0.6077299222350115,Optimization terminated successfully.
1058,0.6559975564479824,Optimization terminated successfully.
1059,0.7669429782778028,Optimization terminated successfully.
1060,0.5063107013702386,Optimization terminated successfully.
1061,0.6650509782135482,Optimization terminated successfully.
1062,0.6220164358615872,Optimization terminated successfully.
1063,0.6984887599945064,Optimization terminated successfully.
1064,0.674420456588268,Optimization terminated successfully.
1065,0.638351202011108,Optimization terminated successfully.
1066,0.5457571446895594,Optimization terminated successfully.
1067,0.5328476429218422,Optimization terminated successfully.
1068,0.6487817794084547,Optimization terminated successfully.
1069,0.8150564193638273,Optimization terminated successfully.
1070,0.707137395441532,Optimization terminated successfully.
1071,0.6005208491347725,Optimization terminated successfully.
1072,0.597772574424743,Optimization terminated successfully.
1073,0.6426205623894929,Optimization terminated successfully.
1074,0.6020279169082638,Optimization terminated successfully.
1075,0.7048752307891846,Optimization terminated successfully.
1076,0.639275711774826,Optimization terminated successfully.
1077,0.5771376610267904,Optimization terminated successfully.
1078,0.686976623535156,Optimization terminated successfully.
1079,0.6174445152282713,Optimization terminated successfully.
1080,0.6683086633682245,Optimization terminated successfully.
1081,0.707112598419189,Optimization terminated successfully.
1082,0.6998846210539336,Optimization terminated successfully.
1083,0.6248074173927304,Optimization terminated successfully.
1084,0.5995747864246367,Optimization terminated successfully.
1085,0.5090087771415708,Optimization terminated successfully.
1086,0.5961582422256464,Optimization terminated successfully.
1087,0.51077187359333,Optimization terminated successfully.
1088,0.6999569714069365,Optimization terminated successfully.
1089,0.526388171315193,Optimization terminated successfully.
1090,0.6907954216003414,Optimization terminated successfully.
1091,0.6388131380081176,Optimization terminated successfully.
1092,0.5945777416462076,Optimization terminated successfully.
1093,0.6514268755912775,Optimization terminated successfully.
1094,0.6412153005599974,Optimization terminated successfully.
1095,0.6111760616302483,Optimization terminated successfully.
1096,0.5921895027160642,Optimization terminated successfully.
1097,0.6552171230316162,Optimization terminated successfully.
1098,0.6526899397373198,Optimization terminated successfully.
1099,0.6867518424987789,Optimization terminated successfully.
1100,0.5991455078124996,Optimization terminated successfully.
1101,0.6414404630661006,Optimization terminated successfully.
1102,0.6212632626295085,Optimization terminated successfully.
1103,0.7574667450040574,Optimization terminated successfully.
1104,0.6110844612121578,Optimization terminated successfully.
1105,0.6179519589990372,Optimization terminated successfully.
1106,0.535918593406677,Optimization terminated successfully.
1107,0.6789161562919612,Optimization terminated successfully.
1108,0.575149494409561,Optimization terminated successfully.
1109,0.5991246223449702,Optimization terminated successfully.
1110,0.5989930868148801,Optimization terminated successfully.
1111,0.5696952342987056,Optimization terminated successfully.
1112,0.7023117899894712,Optimization terminated successfully.
1113,0.5968029737472531,Optimization terminated successfully.
1114,0.6309982776641845,Optimization terminated successfully.
1115,0.6938348293304439,Optimization terminated successfully.
1116,0.7149745583650655,Optimization terminated successfully.
1117,0.6093853726983066,Optimization terminated successfully.
1118,0.6625641822814936,Optimization terminated successfully.
1119,0.5540405035018919,Optimization terminated successfully.
1120,0.5881344556808467,Optimization terminated successfully.
1121,0.6252411127090451,Optimization terminated successfully.
1122,0.5617486059665676,Optimization terminated successfully.
1123,0.6531062960624691,Optimization terminated successfully.
1124,0.5783231973648068,Optimization terminated successfully.
1125,0.6312833309173582,Optimization terminated successfully.
1126,0.5521795257925982,Optimization terminated successfully.
1127,0.5549049198627468,Optimization terminated successfully.
1128,0.6377165794372555,Optimization terminated successfully.
1129,0.6794790737330909,Optimization terminated successfully.
1130,0.6583091735839839,Optimization terminated successfully.
1131,0.6671153066679836,Optimization terminated successfully.
1132,0.6053834468126293,Optimization terminated successfully.
1133,0.6528748035430905,Optimization terminated successfully.
1134,0.5211925208568569,Optimization terminated successfully.
1135,0.6027226507663722,Optimization terminated successfully.
1136,0.7027547836303707,Optimization terminated successfully.
1137,0.5793125629425047,Optimization terminated successfully.
1138,0.5607186794281002,Optimization terminated successfully.
1139,0.5896896481513976,Optimization terminated successfully.
1140,0.5622699499130244,Optimization terminated successfully.
1141,0.5281760454177853,Optimization terminated successfully.
1142,0.5964204519987102,Optimization terminated successfully.
1143,0.7556659549474716,Optimization terminated successfully.
1144,0.5544373453594738,Optimization terminated successfully.
1145,0.6155221700668334,Optimization terminated successfully.
1146,0.5358959197998041,Optimization terminated successfully.
1147,0.7098537430167194,Optimization terminated successfully.
1148,0.561575591564178,Optimization terminated successfully.
1149,0.7506005525588988,Optimization terminated successfully.
1150,0.632230186462402,Optimization terminated successfully.
1151,0.6131252288818361,Optimization terminated successfully.
1152,0.6253518223762509,Optimization terminated successfully.
1153,0.7560507774353022,Optimization terminated successfully.
1154,0.5611939430236812,Optimization terminated successfully.
1155,0.5400210380554196,Optimization terminated successfully.
1156,0.6126871943473811,Optimization terminated successfully.
1157,0.6356800077483054,Optimization terminated successfully.
1158,0.6239426150917999,Optimization terminated successfully.
1159,0.5440288066864007,Optimization terminated successfully.
1160,0.5991374254226682,Optimization terminated successfully.
1161,0.644272923469543,Optimization terminated successfully.
1162,0.6112918369472025,Optimization terminated successfully.
1163,0.7908062331378458,Optimization terminated successfully.
1164,0.6315809902735052,Optimization terminated successfully.
1165,0.7268099784851074,Optimization terminated successfully.
1166,0.678414624929428,Optimization terminated successfully.
1167,0.5482337832450861,Optimization terminated successfully.
1168,0.6453512668609618,Optimization terminated successfully.
1169,0.6711776725947853,Optimization terminated successfully.
1170,0.5763941764831542,Optimization terminated successfully.
1171,0.5748078107833858,Optimization terminated successfully.
1172,0.5487286269664757,Optimization terminated successfully.
1173,0.6862457275390623,Optimization terminated successfully.
1174,0.6412472665309905,Optimization terminated successfully.
1175,0.531789422035217,Optimization terminated successfully.
1176,0.6852302074432369,Optimization terminated successfully.
1177,0.6359468936920161,Optimization terminated successfully.
1178,0.5838896766304965,Optimization terminated successfully.
1179,0.5845682851970191,Optimization terminated successfully.
1180,0.6185521602630613,Optimization terminated successfully.
1181,0.6543107986450195,Optimization terminated successfully.
1182,0.5563767746090884,Optimization terminated successfully.
1183,0.6704265356063839,Optimization terminated successfully.
1184,0.7698243140242992,Optimization terminated successfully.
1185,0.7654605865478514,Optimization terminated successfully.
1186,0.7116079449653621,Optimization terminated successfully.
1187,0.5591905355686319,Optimization terminated successfully.
1188,0.6051199913024901,Optimization terminated successfully.
1189,0.6385238647460938,Optimization terminated successfully.
1190,0.5581241130828851,Optimization terminated successfully.
1191,0.6940426826477045,Optimization terminated successfully.
1192,0.6583779335021969,Optimization terminated successfully.
1193,0.7273174762725827,Optimization terminated successfully.
1194,0.585749033093452,Optimization terminated successfully.
1195,0.6546235561370846,Optimization terminated successfully.
1196,0.597060883045196,Optimization terminated successfully.
1197,0.6335407271981238,Optimization terminated successfully.
1198,0.5777129889931527,Optimization terminated successfully.
1199,0.6632951259613036,Optimization terminated successfully.
1200,0.6436412815004585,Optimization terminated successfully.
1201,0.6743294127285475,Optimization terminated successfully.
1202,0.5604296682402488,Optimization terminated successfully.
1203,0.6433977127075194,Optimization terminated successfully.
1204,0.5772586584091184,Optimization terminated successfully.
1205,0.651179593801498,Optimization terminated successfully.
1206,0.6583814382553096,Optimization terminated successfully.
1207,0.6595262527465817,Optimization terminated successfully.
1208,0.5827470004558561,Optimization terminated successfully.
1209,0.6339296579360958,Optimization terminated successfully.
1210,0.6473772048950193,Optimization terminated successfully.
